scenario,step,load_kw,pv_kw,wind_kw,price,carbon_g_per_kwh,carbon_observed_g_per_kwh
2019-01-03,10,1535.294117647059,104.29629629629629,37.38355940513156,0.069,407.0,409.0
2019-01-03,11,1560.1726215932508,142.8148148148148,37.310017976793596,0.07,405.5,407.0
2019-01-03,12,1555.5888184751761,146.8148148148148,36.45203464618402,0.0653,400.0,405.5
2019-01-03,13,1562.9368998094942,117.77777777777777,37.5061284523615,0.06492,405.0,400.0
2019-01-03,14,1589.7049103845109,61.33333333333333,37.5061284523615,0.06358,411.5,405.0
2019-01-03,15,1623.9259748843358,12.444444444444443,38.976957019120775,0.0724,408.5,411.5
2019-01-03,16,1641.4913883597062,0.0,38.609249877430955,0.102,397.5,408.5
2019-01-03,17,1641.9112787216673,0.0,40.66840987089394,0.1346,392.0,397.5
2019-01-03,18,1635.5429415652582,0.0,43.021735577708775,0.11,394.5,392.0
2019-01-03,19,1638.2722289180049,0.0,44.41902271613009,0.08006999999999999,398.5,394.5
2019-01-03,20,1552.054741262004,0.0,42.3598627226671,0.06994,383.0,398.5
2019-01-03,21,1426.7174682166324,0.0,43.26687367216866,0.0633,355.5,383.0
2019-01-03,22,1274.8571206407216,0.0,39.66334368360843,0.054090000000000006,332.0,355.5
2019-01-03,23,1125.1662066016097,0.0,40.570354633109986,0.05747,336.5,332.0
2019-01-04,0,1087.3760740251157,0.0,43.63458081385848,0.0592,334.0,336.5
2019-01-04,1,1053.1550095252908,0.0,48.4392874652721,0.05947,331.0,334.0
2019-01-04,2,1012.6005987325533,0.0,42.55597319823501,0.0511,334.0,331.0
2019-01-04,3,991.5011080440108,0.0,41.40382415427358,0.05102,333.0,334.0
2019-01-04,4,974.2156214766145,0.0,44.933812714495836,0.05033,333.0,333.0
2019-01-04,5,1028.1715329886085,0.0,51.42997221768263,0.0555,327.5,333.0
2019-01-04,6,1210.2639866257146,0.0,55.96502696519039,0.06376,333.0,327.5
2019-01-04,7,1369.1924886279694,0.0,59.76466742931852,0.06506999999999999,352.0,333.0
2019-01-04,8,1504.1522491349483,13.333333333333332,63.981042654028435,0.074,351.5,352.0
2019-01-04,9,1593.9038140041214,95.4074074074074,39.27112273247263,0.07959000000000001,348.0,351.5
2019-01-04,10,1634.003343571401,232.59259259259258,62.019937898349404,0.077,340.5,348.0
2019-01-04,11,1632.9536176664983,302.22222222222223,63.51528027455467,0.06494,331.5,340.5
2019-01-04,12,1652.6884646786673,301.48148148148147,68.58963882987416,0.065,337.0,331.5
2019-01-04,13,1619.5871078107384,257.77777777777777,68.54061121098219,0.065,341.5,337.0
2019-01-04,14,1599.3623887096148,127.1111111111111,69.00637359045596,0.06804,352.0,341.5
2019-01-04,15,1600.1321877065434,30.814814814814813,72.87955548292204,0.07084,364.5,352.0
2019-01-04,16,1626.025426694141,0.2962962962962963,71.21261644059487,0.0838,358.5,364.5
2019-01-04,17,1674.6627269546286,0.0,70.1340088249714,0.0911,354.0,358.5
2019-01-04,18,1678.161813304304,0.0,71.33518548782482,0.076,355.5,354.0
2019-01-04,19,1643.7657944869952,0.0,77.022389279294,0.07529999999999999,349.0,355.5
2019-01-04,20,1534.7342638311109,0.0,72.70795881680013,0.0636,331.0,349.0
2019-01-04,21,1393.1962209867424,0.0,68.09936264095441,0.06357,310.0,331.0
2019-01-04,22,1259.9510127911046,0.0,68.46706978264423,0.062490000000000004,291.5,310.0
2019-01-04,23,1152.3541075385872,0.0,68.24644549763033,0.06603,274.0,291.5
2019-01-05,0,1142.451693169006,0.0,70.47720215721523,0.05872,265.5,274.0
2019-01-05,1,1104.0667159130671,0.0,72.75698643569211,0.0571,266.5,265.5
2019-01-05,2,1039.4036001710665,0.0,69.59470501715967,0.052969999999999996,279.0,266.5
2019-01-05,3,987.6521130593679,0.0,64.81451217519202,0.05205,285.0,279.0
2019-01-05,4,963.9982893355625,0.0,63.66236313123059,0.051,282.5,285.0
2019-01-05,5,982.1235566268808,0.0,65.79506455303154,0.05076,279.5,282.5
2019-01-05,6,1080.8677734147195,0.0,63.02500408563491,0.05256,280.5,279.5
2019-01-05,7,1149.974728820808,0.0,60.08334695211636,0.056,296.5,280.5
2019-01-05,8,1277.376462812488,0.2962962962962963,60.79424742605001,0.061649999999999996,307.5,296.5
2019-01-05,9,1419.369386882314,11.555555555555555,65.89311979081549,0.06368,317.5,307.5
2019-01-05,10,1465.9072353329966,37.33333333333333,68.17290406929237,0.06367,317.0,317.5
2019-01-05,11,1490.0159402822599,59.7037037037037,73.54142833796372,0.07198,312.0,317.0
2019-01-05,12,1498.8686287469384,65.03703703703704,79.15509070109495,0.07194,314.0,312.0
2019-01-05,13,1496.6292134831463,51.25925925925926,86.23958163098546,0.069,320.0,314.0
2019-01-05,14,1485.572100618172,26.814814814814813,54.567739826769085,0.05949,330.5,320.0
2019-01-05,15,1497.2940398895846,4.0,77.68426213433568,0.05618,342.5,330.5
2019-01-05,16,1568.815364876949,0.0,79.20411831998693,0.07608,341.5,342.5
2019-01-05,17,1612.4489716574008,0.0,74.15427357411342,0.08499,340.5,341.5
2019-01-05,18,1582.286847323199,0.0,67.63360026148064,0.07529999999999999,344.5,340.5
2019-01-05,19,1507.0564908051788,0.0,70.82039548945906,0.0675,335.0,344.5
2019-01-05,20,1419.3343960188174,0.0,67.31492073868279,0.0601,306.0,335.0
2019-01-05,21,1325.523890984021,0.0,70.50171596666122,0.060579999999999995,283.5,306.0
2019-01-05,22,1180.8716612884414,0.0,67.56005883314268,0.05785,281.5,283.5
2019-01-05,23,1115.6486917304926,0.0,65.42735741134173,0.056,271.5,281.5
2019-01-06,0,1085.4515765327942,0.0,60.69619218826606,0.06225,274.5,271.5
2019-01-06,1,1039.6485362155438,0.0,56.43078934466416,0.05596,278.0,274.5
2019-01-06,2,972.151160530306,0.0,52.23892792940023,0.052969999999999996,286.5,278.0
2019-01-06,3,923.3738968158315,0.0,53.5136460205916,0.052649999999999995,289.0,286.5
2019-01-06,4,887.508261731659,0.0,57.239745056381764,0.05208,285.5,289.0
2019-01-06,5,892.616927802185,0.0,54.29808792286322,0.05208,290.0,285.5
2019-01-06,6,938.6299133004161,0.0,54.49419839843112,0.055170000000000004,292.5,290.0
2019-01-06,7,1007.526923525524,0.0,45.129923190063735,0.04679,288.0,292.5
2019-01-06,8,1137.2380545079898,1.4814814814814814,36.59911750285995,0.049280000000000004,300.5,288.0
2019-01-06,9,1264.289879864702,24.59259259259259,32.28468704036607,0.055990000000000005,324.5,300.5
2019-01-06,10,1353.0966914194628,75.85185185185185,31.769897042000327,0.0637,344.0,324.5
2019-01-06,11,1397.6050697873334,125.03703703703702,30.59323418859291,0.068,365.0,344.0
2019-01-06,12,1423.3233544574473,147.4074074074074,28.23990848177807,0.06924,376.5,365.0
2019-01-06,13,1421.8887290540804,112.88888888888889,25.29825134825952,0.07509,376.5,376.5
2019-01-06,14,1421.3988569651258,53.03703703703703,24.072560875960125,0.06888,374.0,376.5
2019-01-06,15,1446.4523152288016,8.88888888888889,23.77839516260827,0.060200000000000004,390.5,374.0
2019-01-06,16,1533.5095836087246,0.0,26.13172086942311,0.088,396.5,390.5
2019-01-06,17,1571.229734458225,0.0,30.151985618565124,0.112,373.5,396.5
2019-01-06,18,1546.806111737491,0.0,36.157868932832166,0.08428000000000001,362.0,373.5
2019-01-06,19,1478.783873099802,0.0,24.881516587677726,0.07529999999999999,363.5,362.0
2019-01-06,20,1400.4743205940672,0.0,43.04624938715477,0.06577,329.0,363.5
2019-01-06,21,1296.831382916683,0.0,57.828076483085475,0.0598,287.0,329.0
2019-01-06,22,1169.4646397884997,0.0,75.25739499918288,0.052,248.0,287.0
2019-01-06,23,1054.4496714746706,0.0,93.88789017813369,0.060590000000000005,229.5,248.0
2019-01-07,0,1019.4238171144202,0.0,111.63588821702893,0.064,224.0,229.5
2019-01-07,1,994.3703588507447,0.0,129.50645530315413,0.054770000000000006,210.0,224.0
2019-01-07,2,960.1492943509196,0.0,140.7092662199706,0.048,197.5,210.0
2019-01-07,3,940.9743011546985,0.0,154.06929236803398,0.04252,179.0,197.5
2019-01-07,4,886.948407915711,0.0,172.20951135806504,0.04364,182.5,179.0
2019-01-07,5,904.6187939815716,0.0,196.7968622323909,0.04877,193.0,182.5
2019-01-07,6,1112.4995140157848,0.0,222.1931688184344,0.06,213.5,193.0
2019-01-07,7,1364.0838225574435,0.0,245.77545350547476,0.06484000000000001,214.5,213.5
2019-01-07,8,1474.1650791182303,2.6666666666666665,257.9343029906848,0.06552,213.0,214.5
2019-01-07,9,1501.9478247346528,28.59259259259259,269.55384866808305,0.06744,207.5,213.0
2019-01-07,10,1517.1338594922438,84.44444444444444,275.31459388789017,0.06409999999999999,198.0,207.5
2019-01-07,11,1511.4653396057697,116.44444444444444,279.45742768426214,0.06121,200.5,198.0
2019-01-07,12,1505.6568562653085,96.59259259259258,282.1539467233208,0.06011,209.0,200.5
2019-01-07,13,1467.8667236888148,64.29629629629629,284.23762052622976,0.05774,215.5,209.0
2019-01-07,14,1451.4560087088373,31.85185185185185,286.2967805196928,0.054770000000000006,215.5,215.5
2019-01-07,15,1458.174254500214,5.037037037037036,281.786239581631,0.054799999999999995,217.0,215.5
2019-01-07,16,1609.0548578982157,0.0,285.61039385520513,0.06720000000000001,228.0,217.0
2019-01-07,17,1662.275961276778,0.0,281.3449910116032,0.073,234.0,228.0
2019-01-07,18,1615.0732864196573,0.0,280.6095767282236,0.06445000000000001,229.5,234.0
2019-01-07,19,1563.706698806423,0.0,287.84115051479,0.07003,209.0,229.5
2019-01-07,20,1461.1834687609348,0.0,289.924824317699,0.05958,182.0,209.0
2019-01-07,21,1312.9971618521831,0.0,288.8952443209675,0.05709,155.0,182.0
2019-01-07,22,1129.2951284942267,0.0,283.0609576728224,0.0517,122.0,155.0
2019-01-07,23,1027.8916060806346,0.0,278.72201340088253,0.04947,92.0,122.0
2019-01-08,0,1003.2580381789201,0.0,166.66939042327178,0.0494,96.0,92.0
2019-01-08,1,986.6023871544653,0.0,269.602876286975,0.048,93.0,96.0
2019-01-08,2,936.0055985381596,0.0,270.9021081876124,0.04494,95.5,93.0
2019-01-08,3,887.7182069126395,0.0,271.3923843765321,0.041979999999999996,102.5,95.5
